district,sch_code,county,pub_priv,school,enrollment,complete,start_year
,6972632,ALAMEDA,PRIVATE,CORPUS CHRISTI ELEMENTARY,29,28,2015
,7095292,ALAMEDA,PRIVATE,DR. HERBERT GUICE CHRISTIAN ACADEMY,18,18,2015
,6900757,ALAMEDA,PRIVATE,ECOLE BILINGUE DE BERKELEY,54,38,2015
,6138184,ALAMEDA,PRIVATE,ESCUELA BILINGÃœE INTERNACIONAL,43,40,2015
,6909840,ALAMEDA,PRIVATE,FREMONT CHRISTIAN SCHOOL,63,57,2015
,6148506,ALAMEDA,PRIVATE,GERMAN INT'L SCHOOL OF SILICON VALLEY,,,2015
,7071970,ALAMEDA,PRIVATE,GRAND LAKE MONTESSORI,11,9,2015
,7083397,ALAMEDA,PRIVATE,GROWING LIGHT MONTESSORI,20,19,2015
,6932925,ALAMEDA,PRIVATE,HEAD-ROYCE SCHOOL,35,34,2015
,6972731,ALAMEDA,PRIVATE,HOLY SPIRIT ELEMENTARY,29,29,2015
,6143382,ALAMEDA,PRIVATE,I.Q.R.A.A.EDUCATIONAL ACADEMY& SERVICES,,,2015
,6140461,ALAMEDA,PRIVATE,ILM ACADEMY,28,24,2015
,6922389,ALAMEDA,PRIVATE,KIMBER HILLS ACADEMY,23,22,2015
,7003304,ALAMEDA,PRIVATE,LEA'S CHRISTIAN,17,16,2015
,6148738,ALAMEDA,PRIVATE,"LEPORT SCHOOLS, EMERYVILLE",,,2015
,6906549,ALAMEDA,PRIVATE,MILLS COLLEGE CHILDREN'S SCHOOL,15,13,2015
,6138648,ALAMEDA,PRIVATE,MISSION HILLS MIDDLE SCHOOL,,,2015
,7103286,ALAMEDA,PRIVATE,MONTESSORI CHILDREN'S HOUSE OF HAYWARD,23,23,2015
,7098106,ALAMEDA,PRIVATE,MUHAMMAD UNIVERSITY OF ISLAM,,,2015
,7047236,ALAMEDA,PRIVATE,NEW HORIZONS,31,31,2015
,7054018,ALAMEDA,PRIVATE,NORTHERN LIGHT SCHOOL,21,21,2015
,6200877,ALAMEDA,PRIVATE,NORTHSTAR SCHOOL,17,16,2015
,7081524,ALAMEDA,PRIVATE,OAKLAND HEBREW DAY,24,22,2015
,6970651,ALAMEDA,PRIVATE,OUR LADY OF GRACE SCHOOL,37,37,2015
,6970628,ALAMEDA,PRIVATE,OUR LADY OF GUADALUPE,25,25,2015
,6977862,ALAMEDA,PRIVATE,OUR LADY OF THE ROSARY,14,12,2015
,6995583,ALAMEDA,PRIVATE,OUR SAVIOR LUTHERAN,23,20,2015
,6998470,ALAMEDA,PRIVATE,PARK DAY,31,18,2015
,6967483,ALAMEDA,PRIVATE,PRINCE OF PEACE LUTHERAN SCHOOL,43,43,2015
,7072317,ALAMEDA,PRIVATE,"PRINCIPLED ACADEMY, THE",14,12,2015
,7103989,ALAMEDA,PRIVATE,"QUARRY LANE SCHOOL, THE",33,33,2015
,6913131,ALAMEDA,PRIVATE,REDWOOD CHRISTIAN ELEMENTARY,41,38,2015
,6995542,ALAMEDA,PRIVATE,REDWOOD DAY SCHOOL,35,35,2015
,6922470,ALAMEDA,PRIVATE,RISING STAR MONTESSORI SCHOOL,18,18,2015
,6965917,ALAMEDA,PRIVATE,SAINT CLEMENT CATHOLIC SCHOOL,26,26,2015
,6972962,ALAMEDA,PRIVATE,SAINT JARLATH SCHOOL,12,12,2015
,6973010,ALAMEDA,PRIVATE,SAINT LEO THE GREAT SCHOOL,27,27,2015
,6994107,ALAMEDA,PRIVATE,"SAINT VINCENT'S DAY HOME, INC.",26,26,2015
,6973085,ALAMEDA,PRIVATE,SCHOOL OF THE MADELEINE,34,34,2015
,6132872,ALAMEDA,PRIVATE,SCRIBBLES MONTESORRI,13,12,2015
,7077878,ALAMEDA,PRIVATE,SPECTRUM CENTER - CAMDEN SCHOOL,,,2015
,6904452,ALAMEDA,PRIVATE,ST. ANDREW M.B.C. PRIVATE P. C. P. C.,,,2015
,6967517,ALAMEDA,PRIVATE,ST. ANTHONY SCHOOL,25,25,2015
,6972871,ALAMEDA,PRIVATE,ST. BEDE CATHOLIC SCHOOL,26,26,2015
,6972921,ALAMEDA,PRIVATE,ST. EDWARD PARISH,26,24,2015
,6972939,ALAMEDA,PRIVATE,ST. ELIZABETH ELEMENTARY,17,17,2015
,6972947,ALAMEDA,PRIVATE,ST. FELICITAS CATHOLIC SCHOOL,31,31,2015
,6972970,ALAMEDA,PRIVATE,ST. JOACHIM'S ELEMENTARY,36,36,2015
,6970602,ALAMEDA,PRIVATE,ST. JOHN ELEMENTARY,25,24,2015
,6972996,ALAMEDA,PRIVATE,ST. JOSEPH ELEMENTARY,18,18,2015
,6965891,ALAMEDA,PRIVATE,ST. JOSEPH ELEMENTARY,28,27,2015
,6973002,ALAMEDA,PRIVATE,ST. LAWRENCE O'TOOLE ELEMENTARY,15,12,2015
,6970636,ALAMEDA,PRIVATE,ST. LEANDER,23,23,2015
,6967491,ALAMEDA,PRIVATE,ST. MARTIN DE PORRES,21,20,2015
,6967525,ALAMEDA,PRIVATE,ST. MICHAEL ELEMENTARY,12,11,2015
,6960694,ALAMEDA,PRIVATE,ST. PAUL'S EPISCOPAL,35,33,2015
,6959878,ALAMEDA,PRIVATE,ST. PHILIP LUTHERAN,12,12,2015
,6973077,ALAMEDA,PRIVATE,ST. PHILIP NERI ELEMENTARY,30,28,2015
,7012222,ALAMEDA,PRIVATE,ST. RAYMOND,33,33,2015
,6967533,ALAMEDA,PRIVATE,ST. THERESA SCHOOL,29,29,2015
,6203814,ALAMEDA,PRIVATE,STARLITE SCHOOL,20,20,2015
,6206023,ALAMEDA,PRIVATE,STRATFORD SCHOOL,30,27,2015
,6141923,ALAMEDA,PRIVATE,STRATFORD SCHOOL,57,54,2015
,6143788,ALAMEDA,PRIVATE,STRATFORD SCHOOL,97,88,2015
,6967442,ALAMEDA,PRIVATE,THE BERKELEY SCHOOL,26,23,2015
,6146716,ALAMEDA,PRIVATE,THE MONTESSORI GIVING TREE,,,2015
,6141048,ALAMEDA,PRIVATE,THE RENAISSANCE INTERNATIONAL SCHOOL,,,2015
,7088743,ALAMEDA,PRIVATE,UNION CITY CHRISTIAN SCHOOL,14,14,2015
,6972657,ALAMEDA,PRIVATE,VALLEY CHRISTIAN ELEMENTARY SCHOOL,31,30,2015
,6900773,ALAMEDA,PRIVATE,VALLEY MONTESSORI SCHOOL,32,28,2015
,7045552,ALAMEDA,PRIVATE,VIA CENTER,,,2015
,6994651,ALAMEDA,PRIVATE,WALDEN CENTER AND SCHOOL,13,9,2015
AMADOR COUNTY UNIFIED,6002810,AMADOR,PUBLIC,IONE ELEMENTARY,78,66,2015
AMADOR COUNTY UNIFIED,6002828,AMADOR,PUBLIC,JACKSON ELEMENTARY,83,70,2015
AMADOR COUNTY UNIFIED,6002844,AMADOR,PUBLIC,PINE GROVE ELEMENTARY STEM MAGNET,26,23,2015
AMADOR COUNTY UNIFIED,6002851,AMADOR,PUBLIC,PIONEER MAGNET SCHOOL FOR THE VISUAL AND PERFORMING ARTS,33,32,2015
AMADOR COUNTY UNIFIED,6002869,AMADOR,PUBLIC,PLYMOUTH ELEMENTARY,26,25,2015
AMADOR COUNTY UNIFIED,6002877,AMADOR,PUBLIC,SUTTER CREEK ELEMENTARY,56,47,2015
BANGOR UNION ELEMENTARY,6002919,BUTTE,PUBLIC,BANGOR ELEMENTARY,11,10,2015
BIGGS UNIFIED,6002943,BUTTE,PUBLIC,BIGGS ELEMENTARY,62,54,2015
BUTTE COUNTY OFFICE OF EDUCATION,0114991,BUTTE,PUBLIC,CORE BUTTE CHARTER,55,35,2015
BUTTE COUNTY OFFICE OF EDUCATION,0430090,BUTTE,PUBLIC,LEARNING COMMUNITY CHARTER,22,18,2015
CHICO UNIFIED,6119523,BUTTE,PUBLIC,BLUE OAK CHARTER,62,31,2015
CHICO UNIFIED,6002968,BUTTE,PUBLIC,CHAPMAN ELEMENTARY,86,76,2015
CHICO UNIFIED,6113773,BUTTE,PUBLIC,CHICO COUNTRY DAY,62,57,2015
CHICO UNIFIED,6002976,BUTTE,PUBLIC,CITRUS AVENUE ELEMENTARY,64,64,2015
CHICO UNIFIED,6111116,BUTTE,PUBLIC,EMMA WILSON ELEMENTARY,120,117,2015
CHICO UNIFIED,0118042,BUTTE,PUBLIC,FOREST RANCH CHARTER,16,13,2015
CHICO UNIFIED,6003008,BUTTE,PUBLIC,HOOKER OAK ELEMENTARY,66,60,2015
CHICO UNIFIED,6109722,BUTTE,PUBLIC,LITTLE CHICO CREEK ELEMENTARY,70,67,2015
CHICO UNIFIED,0430215,BUTTE,PUBLIC,LOMA VISTA,20,19,2015
CHICO UNIFIED,6003032,BUTTE,PUBLIC,MARIGOLD ELEMENTARY,85,80,2015
CHICO UNIFIED,6003024,BUTTE,PUBLIC,MCMANUS -JOHN A.- ELEMENTARY,120,114,2015
CHICO UNIFIED,6003040,BUTTE,PUBLIC,NEAL DOW ELEMENTARY,59,56,2015
CHICO UNIFIED,0110551,BUTTE,PUBLIC,NORD COUNTRY,22,22,2015
CHICO UNIFIED,6003073,BUTTE,PUBLIC,PARKVIEW ELEMENTARY,74,66,2015
CHICO UNIFIED,6003081,BUTTE,PUBLIC,ROSEDALE ELEMENTARY,96,90,2015
CHICO UNIFIED,6003099,BUTTE,PUBLIC,SHASTA ELEMENTARY,99,90,2015
CHICO UNIFIED,0121475,BUTTE,PUBLIC,SHERWOOD MONTESSORI,24,16,2015
CHICO UNIFIED,6003107,BUTTE,PUBLIC,SIERRA VIEW ELEMENTARY,100,90,2015
CHICO UNIFIED,0123810,BUTTE,PUBLIC,WILDFLOWER OPEN CLASSROOM,22,13,2015
DURHAM UNIFIED,6003115,BUTTE,PUBLIC,DURHAM ELEMENTARY,85,74,2015
GOLDEN FEATHER UNION ELEMENTARY,6003131,BUTTE,PUBLIC,CONCOW ELEMENTARY,12,10,2015
GRIDLEY UNIFIED,6003156,BUTTE,PUBLIC,MCKINLEY ELEMENTARY,190,188,2015
MANZANITA ELEMENTARY,6003198,BUTTE,PUBLIC,MANZANITA ELEMENTARY,37,35,2015
OROVILLE CITY ELEMENTARY,6003214,BUTTE,PUBLIC,BIRD STREET ELEMENTARY,24,24,2015
OROVILLE CITY ELEMENTARY,6003255,BUTTE,PUBLIC,OAKDALE HEIGHTS ELEMENTARY,70,64,2015
OROVILLE CITY ELEMENTARY,6003263,BUTTE,PUBLIC,OPHIR ELEMENTARY,71,66,2015
OROVILLE CITY ELEMENTARY,6003271,BUTTE,PUBLIC,STANFORD AVENUE ELEMENTARY,84,82,2015
OROVILLE CITY ELEMENTARY,0129577,BUTTE,PUBLIC,STREAM CHARTER,30,25,2015
OROVILLE CITY ELEMENTARY,6094957,BUTTE,PUBLIC,WYANDOTTE ACADEMY,72,71,2015
PALERMO UNION ELEMENTARY,6003289,BUTTE,PUBLIC,HELEN M. WILCOX ELEMENTARY,135,130,2015
PARADISE UNIFIED,0110338,BUTTE,PUBLIC,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,24,20,2015
PARADISE UNIFIED,6113526,BUTTE,PUBLIC,CEDARWOOD ELEMENTARY,49,42,2015
PARADISE UNIFIED,6113765,BUTTE,PUBLIC,CHILDREN'S COMMUNITY CHARTER,22,18,2015
PARADISE UNIFIED,6003313,BUTTE,PUBLIC,PARADISE ELEMENTARY,115,94,2015
PARADISE UNIFIED,6105522,BUTTE,PUBLIC,PINE RIDGE,45,38,2015
PARADISE UNIFIED,6003339,BUTTE,PUBLIC,PONDEROSA ELEMENTARY,117,95,2015
THERMALITO UNION,0102327,BUTTE,PUBLIC,PLUMAS AVENUE ELEMENTARY,52,51,2015
THERMALITO UNION,6003362,BUTTE,PUBLIC,POPLAR AVENUE ELEMENTARY,52,48,2015
THERMALITO UNION,6003370,BUTTE,PUBLIC,SIERRA AVENUE ELEMENTARY,82,81,2015
,6144299,BUTTE,PRIVATE,BARRETTSVILLA,,,2015
,6973168,BUTTE,PRIVATE,CHICO CHRISTIAN,39,39,2015
,6967582,BUTTE,PRIVATE,NOTRE DAME SCHOOL,21,21,2015
,6906598,BUTTE,PRIVATE,OROVILLE CHRISTIAN SCHOOL,13,11,2015
,6926109,BUTTE,PRIVATE,ST. THOMAS THE APOSTLE,21,19,2015
CALAVERAS COUNTY OFFICE OF EDUCATION,0530154,CALAVERAS,PUBLIC,MOUNTAIN OAKS,25,12,2015
CALAVERAS UNIFIED,6108518,CALAVERAS,PUBLIC,JENNY LIND ELEMENTARY,78,73,2015
CALAVERAS UNIFIED,6003404,CALAVERAS,PUBLIC,MOKELUMNE HILL ELEMENTARY,13,13,2015
CALAVERAS UNIFIED,6003420,CALAVERAS,PUBLIC,RAIL ROAD FLAT ELEMENTARY,10,9,2015
CALAVERAS UNIFIED,6003438,CALAVERAS,PUBLIC,SAN ANDREAS ELEMENTARY,50,47,2015
CALAVERAS UNIFIED,6003446,CALAVERAS,PUBLIC,VALLEY SPRINGS ELEMENTARY,70,66,2015
CALAVERAS UNIFIED,6003453,CALAVERAS,PUBLIC,WEST POINT ELEMENTARY,12,12,2015
MARK TWAIN UNION ELEMENTARY,6003388,CALAVERAS,PUBLIC,COPPEROPOLIS ELEMENTARY,42,39,2015
MARK TWAIN UNION ELEMENTARY,6003461,CALAVERAS,PUBLIC,MARK TWAIN ELEMENTARY,55,47,2015
VALLECITO UNION,6088975,CALAVERAS,PUBLIC,ALBERT A. MICHELSON ELEMENTARY,33,26,2015
VALLECITO UNION,6003396,CALAVERAS,PUBLIC,HAZEL FISCHER ELEMENTARY,29,25,2015
,7105059,CALAVERAS,PRIVATE,CHRISTIAN HERITAGE ACADEMY,,,2015
COLUSA UNIFIED,6003495,COLUSA,PUBLIC,JAMES M. BURCHFIELD PRIMARY,136,136,2015
MAXWELL UNIFIED,6003503,COLUSA,PUBLIC,MAXWELL ELEMENTARY,25,25,2015
PIERCE JOINT UNIFIED,6003511,COLUSA,PUBLIC,ARBUCKLE ELEMENTARY,102,101,2015
WILLIAMS UNIFIED,6003552,COLUSA,PUBLIC,WILLIAMS PRIMARY ELEMENTARY,130,130,2015
ANTIOCH UNIFIED,6115703,CONTRA COSTA,PUBLIC,ANTIOCH CHARTER ACADEMY,30,28,2015
ANTIOCH UNIFIED,0115063,CONTRA COSTA,PUBLIC,ANTIOCH CHARTER ACADEMY II,24,22,2015
ANTIOCH UNIFIED,6003578,CONTRA COSTA,PUBLIC,BELSHAW ELEMENTARY,84,67,2015
ANTIOCH UNIFIED,0106583,CONTRA COSTA,PUBLIC,CARMEN DRAGON ELEMENTARY,134,122,2015
ANTIOCH UNIFIED,6117501,CONTRA COSTA,PUBLIC,DIABLO VISTA ELEMENTARY,76,62,2015
ANTIOCH UNIFIED,6003594,CONTRA COSTA,PUBLIC,FREMONT ELEMENTARY,88,84,2015
ANTIOCH UNIFIED,6115380,CONTRA COSTA,PUBLIC,GRANT ELEMENTARY,70,59,2015
ANTIOCH UNIFIED,6110514,CONTRA COSTA,PUBLIC,JACK LONDON ELEMENTARY,75,72,2015
ANTIOCH UNIFIED,6003602,CONTRA COSTA,PUBLIC,KIMBALL ELEMENTARY,123,119,2015
ANTIOCH UNIFIED,0100461,CONTRA COSTA,PUBLIC,LONE TREE ELEMENTARY,,,2015
ANTIOCH UNIFIED,6003610,CONTRA COSTA,PUBLIC,MARSH ELEMENTARY,98,98,2015
ANTIOCH UNIFIED,6084941,CONTRA COSTA,PUBLIC,MISSION ELEMENTARY,89,88,2015
ANTIOCH UNIFIED,6108989,CONTRA COSTA,PUBLIC,MUIR -JOHN- ELEMENTARY,87,84,2015
ANTIOCH UNIFIED,0113761,CONTRA COSTA,PUBLIC,ORCHARD PARK,81,78,2015
ANTIOCH UNIFIED,6003628,CONTRA COSTA,PUBLIC,SUTTER ELEMENTARY,115,115,2015
ANTIOCH UNIFIED,6003636,CONTRA COSTA,PUBLIC,TURNER ELEMENTARY,142,133,2015
BRENTWOOD UNION ELEMENTARY,6003644,CONTRA COSTA,PUBLIC,BRENTWOOD ELEMENTARY,118,114,2015
BRENTWOOD UNION ELEMENTARY,6070981,CONTRA COSTA,PUBLIC,GARIN ELEMENTARY,105,91,2015
BRENTWOOD UNION ELEMENTARY,6117410,CONTRA COSTA,PUBLIC,LOMA VISTA ELEMENTARY,115,103,2015
BRENTWOOD UNION ELEMENTARY,0108019,CONTRA COSTA,PUBLIC,MARSH CREEK ELEMENTARY,121,119,2015
BRENTWOOD UNION ELEMENTARY,0127464,CONTRA COSTA,PUBLIC,MARY CASEY BLACK ELEMENTARY,123,118,2015
BRENTWOOD UNION ELEMENTARY,0102376,CONTRA COSTA,PUBLIC,PIONEER ELEMENTARY,152,143,2015
BRENTWOOD UNION ELEMENTARY,6119754,CONTRA COSTA,PUBLIC,R. PAUL KREY ELEMENTARY,147,140,2015
BRENTWOOD UNION ELEMENTARY,6109730,CONTRA COSTA,PUBLIC,RON NUNN ELEMENTARY,107,102,2015
BYRON UNION ELEMENTARY,6101943,CONTRA COSTA,PUBLIC,DISCOVERY BAY ELEMENTARY,69,59,2015
BYRON UNION ELEMENTARY,6119838,CONTRA COSTA,PUBLIC,TIMBER POINT ELEMENTARY,72,65,2015
BYRON UNION ELEMENTARY,0130930,CONTRA COSTA,PUBLIC,VISTA OAKS CHARTER,55,25,2015
CONTRA COSTA COUNTY OFFICE OF EDUCATION,0129528,CONTRA COSTA,PUBLIC,CALIBER: BETA ACADEMY,93,92,2015
JOHN SWETT UNIFIED,6003701,CONTRA COSTA,PUBLIC,RODEO HILLS ELEMENTARY,158,156,2015
KNIGHTSEN ELEMENTARY,6003719,CONTRA COSTA,PUBLIC,KNIGHTSEN ELEMENTARY,68,65,2015
LAFAYETTE ELEMENTARY,6003727,CONTRA COSTA,PUBLIC,BURTON VALLEY ELEMENTARY,124,124,2015
LAFAYETTE ELEMENTARY,6003743,CONTRA COSTA,PUBLIC,HAPPY VALLEY ELEMENTARY,110,103,2015
LAFAYETTE ELEMENTARY,6003750,CONTRA COSTA,PUBLIC,LAFAYETTE ELEMENTARY,88,84,2015
LAFAYETTE ELEMENTARY,6003792,CONTRA COSTA,PUBLIC,SPRINGHILL ELEMENTARY,65,64,2015
MARTINEZ UNIFIED,6003826,CONTRA COSTA,PUBLIC,JOHN MUIR ELEMENTARY,96,91,2015
MARTINEZ UNIFIED,6003834,CONTRA COSTA,PUBLIC,JOHN SWETT ELEMENTARY,96,94,2015
MARTINEZ UNIFIED,6003842,CONTRA COSTA,PUBLIC,LAS JUNTAS ELEMENTARY,67,67,2015
MARTINEZ UNIFIED,6003875,CONTRA COSTA,PUBLIC,MORELLO PARK ELEMENTARY,72,69,2015
MORAGA ELEMENTARY,6003909,CONTRA COSTA,PUBLIC,CAMINO PABLO ELEMENTARY,62,58,2015
MORAGA ELEMENTARY,6003917,CONTRA COSTA,PUBLIC,DONALD L. RHEEM ELEMENTARY,64,62,2015
MORAGA ELEMENTARY,6003933,CONTRA COSTA,PUBLIC,LOS PERALES ELEMENTARY,46,42,2015
MT. DIABLO UNIFIED,6003958,CONTRA COSTA,PUBLIC,AYERS ELEMENTARY,114,112,2015
MT. DIABLO UNIFIED,6003966,CONTRA COSTA,PUBLIC,BANCROFT ELEMENTARY,115,103,2015
MT. DIABLO UNIFIED,6003974,CONTRA COSTA,PUBLIC,BEL AIR ELEMENTARY,120,109,2015
MT. DIABLO UNIFIED,6003982,CONTRA COSTA,PUBLIC,CAMBRIDGE ELEMENTARY,137,133,2015
MT. DIABLO UNIFIED,0106088,CONTRA COSTA,PUBLIC,DELTA VIEW ELEMENTARY,130,128,2015
MT. DIABLO UNIFIED,6004048,CONTRA COSTA,PUBLIC,EL MONTE ELEMENTARY,106,97,2015
MT. DIABLO UNIFIED,6004055,CONTRA COSTA,PUBLIC,FAIR OAKS ELEMENTARY,74,74,2015
MT. DIABLO UNIFIED,6112395,CONTRA COSTA,PUBLIC,GREGORY GARDENS ELEMENTARY,108,103,2015
MT. DIABLO UNIFIED,6004097,CONTRA COSTA,PUBLIC,HIDDEN VALLEY ELEMENTARY,164,163,2015
MT. DIABLO UNIFIED,6004105,CONTRA COSTA,PUBLIC,HIGHLANDS ELEMENTARY,130,125,2015
MT. DIABLO UNIFIED,6004154,CONTRA COSTA,PUBLIC,MEADOW HOMES ELEMENTARY,150,148,2015
MT. DIABLO UNIFIED,6004162,CONTRA COSTA,PUBLIC,MONTE GARDENS ELEMENTARY,92,89,2015
MT. DIABLO UNIFIED,6004170,CONTRA COSTA,PUBLIC,MOUNTAIN VIEW ELEMENTARY,67,66,2015
MT. DIABLO UNIFIED,6004188,CONTRA COSTA,PUBLIC,MT. DIABLO ELEMENTARY,130,126,2015
MT. DIABLO UNIFIED,6004246,CONTRA COSTA,PUBLIC,PLEASANT HILL ELEMENTARY,127,125,2015
MT. DIABLO UNIFIED,6096226,CONTRA COSTA,PUBLIC,RIO VISTA ELEMENTARY,95,94,2015
MT. DIABLO UNIFIED,6004253,CONTRA COSTA,PUBLIC,SEQUOIA ELEMENTARY,86,86,2015
MT. DIABLO UNIFIED,6004295,CONTRA COSTA,PUBLIC,SHORE ACRES ELEMENTARY,97,93,2015
MT. DIABLO UNIFIED,6004303,CONTRA COSTA,PUBLIC,SILVERWOOD ELEMENTARY,111,96,2015
MT. DIABLO UNIFIED,6004311,CONTRA COSTA,PUBLIC,STRANDWOOD ELEMENTARY,119,112,2015
MT. DIABLO UNIFIED,6004329,CONTRA COSTA,PUBLIC,SUN TERRACE ELEMENTARY,122,118,2015
MT. DIABLO UNIFIED,6004337,CONTRA COSTA,PUBLIC,VALHALLA ELEMENTARY,88,85,2015
MT. DIABLO UNIFIED,6004345,CONTRA COSTA,PUBLIC,VALLE VERDE ELEMENTARY,99,93,2015
MT. DIABLO UNIFIED,6004360,CONTRA COSTA,PUBLIC,WALNUT ACRES ELEMENTARY,117,116,2015
MT. DIABLO UNIFIED,6004378,CONTRA COSTA,PUBLIC,WESTWOOD ELEMENTARY,46,43,2015
MT. DIABLO UNIFIED,6004394,CONTRA COSTA,PUBLIC,WOODSIDE ELEMENTARY,87,83,2015
MT. DIABLO UNIFIED,6004402,CONTRA COSTA,PUBLIC,WREN AVENUE ELEMENTARY,109,105,2015
MT. DIABLO UNIFIED,6004410,CONTRA COSTA,PUBLIC,YGNACIO VALLEY ELEMENTARY,84,82,2015
OAKLEY UNION ELEMENTARY,0129064,CONTRA COSTA,PUBLIC,ALMOND GROVE ELEMENTARY,108,106,2015
OAKLEY UNION ELEMENTARY,6096234,CONTRA COSTA,PUBLIC,GEHRINGER ELEMENTARY,125,123,2015
OAKLEY UNION ELEMENTARY,0110684,CONTRA COSTA,PUBLIC,IRON HOUSE ELEMENTARY,130,128,2015
OAKLEY UNION ELEMENTARY,6110803,CONTRA COSTA,PUBLIC,LAUREL ELEMENTARY,98,96,2015
OAKLEY UNION ELEMENTARY,6004428,CONTRA COSTA,PUBLIC,OAKLEY ELEMENTARY,93,91,2015
OAKLEY UNION ELEMENTARY,6110811,CONTRA COSTA,PUBLIC,VINTAGE PARKWAY ELEMENTARY,93,90,2015
ORINDA UNION ELEMENTARY,6004444,CONTRA COSTA,PUBLIC,DEL REY ELEMENTARY,74,70,2015
ORINDA UNION ELEMENTARY,6004451,CONTRA COSTA,PUBLIC,GLORIETTA ELEMENTARY,58,57,2015
ORINDA UNION ELEMENTARY,6004501,CONTRA COSTA,PUBLIC,SLEEPY HOLLOW ELEMENTARY,65,61,2015
ORINDA UNION ELEMENTARY,6066583,CONTRA COSTA,PUBLIC,WAGNER RANCH ELEMENTARY,57,53,2015
PITTSBURG UNIFIED,6098578,CONTRA COSTA,PUBLIC,FOOTHILL ELEMENTARY,83,82,2015
PITTSBURG UNIFIED,6004527,CONTRA COSTA,PUBLIC,HEIGHTS ELEMENTARY,131,126,2015
PITTSBURG UNIFIED,6004535,CONTRA COSTA,PUBLIC,HIGHLANDS ELEMENTARY,103,103,2015
PITTSBURG UNIFIED,6004543,CONTRA COSTA,PUBLIC,LOS MEDANOS ELEMENTARY,150,148,2015
PITTSBURG UNIFIED,0116863,CONTRA COSTA,PUBLIC,MARINA VISTA ELEMENTARY,144,135,2015
PITTSBURG UNIFIED,6004568,CONTRA COSTA,PUBLIC,PARKSIDE ELEMENTARY,109,107,2015
PITTSBURG UNIFIED,6109383,CONTRA COSTA,PUBLIC,STONEMAN ELEMENTARY,121,117,2015
PITTSBURG UNIFIED,6004576,CONTRA COSTA,PUBLIC,WILLOW COVE ELEMENTARY,134,127,2015
SAN RAMON VALLEY UNIFIED,6005060,CONTRA COSTA,PUBLIC,ALAMO ELEMENTARY,60,58,2015
SAN RAMON VALLEY UNIFIED,6100952,CONTRA COSTA,PUBLIC,BOLLINGER CANYON ELEMENTARY,104,101,2015
SAN RAMON VALLEY UNIFIED,6005086,CONTRA COSTA,PUBLIC,COUNTRY CLUB ELEMENTARY,128,113,2015
SAN RAMON VALLEY UNIFIED,6117485,CONTRA COSTA,PUBLIC,COYOTE CREEK ELEMENTARY,230,223,2015
SAN RAMON VALLEY UNIFIED,0119032,CONTRA COSTA,PUBLIC,CREEKSIDE ELEMENTARY,96,94,2015
SAN RAMON VALLEY UNIFIED,6108161,CONTRA COSTA,PUBLIC,GOLDEN VIEW ELEMENTARY,196,163,2015
SAN RAMON VALLEY UNIFIED,6005094,CONTRA COSTA,PUBLIC,GREEN VALLEY ELEMENTARY,89,82,2015
SAN RAMON VALLEY UNIFIED,6096036,CONTRA COSTA,PUBLIC,GREENBROOK ELEMENTARY,107,103,2015
SAN RAMON VALLEY UNIFIED,0102566,CONTRA COSTA,PUBLIC,HIDDEN HILLS ELEMENTARY,120,119,2015
SAN RAMON VALLEY UNIFIED,6005102,CONTRA COSTA,PUBLIC,JOHN BALDWIN ELEMENTARY,141,135,2015
SAN RAMON VALLEY UNIFIED,0113589,CONTRA COSTA,PUBLIC,LIVE OAK ELEMENTARY,179,178,2015
SAN RAMON VALLEY UNIFIED,6005128,CONTRA COSTA,PUBLIC,MONTAIR ELEMENTARY,125,98,2015
SAN RAMON VALLEY UNIFIED,6097158,CONTRA COSTA,PUBLIC,MONTEVIDEO ELEMENTARY,119,116,2015
SAN RAMON VALLEY UNIFIED,6066591,CONTRA COSTA,PUBLIC,NEIL A. ARMSTRONG ELEMENTARY,72,70,2015
SAN RAMON VALLEY UNIFIED,0109173,CONTRA COSTA,PUBLIC,QUAIL RUN ELEMENTARY,152,150,2015
SAN RAMON VALLEY UNIFIED,6005136,CONTRA COSTA,PUBLIC,RANCHO ROMERO ELEMENTARY,71,67,2015
SAN RAMON VALLEY UNIFIED,6110449,CONTRA COSTA,PUBLIC,SYCAMORE VALLEY ELEMENTARY,104,98,2015
SAN RAMON VALLEY UNIFIED,6114326,CONTRA COSTA,PUBLIC,TASSAJARA HILLS ELEMENTARY,72,69,2015
SAN RAMON VALLEY UNIFIED,6089130,CONTRA COSTA,PUBLIC,TWIN CREEKS ELEMENTARY,110,106,2015
SAN RAMON VALLEY UNIFIED,6005151,CONTRA COSTA,PUBLIC,VISTA GRANDE ELEMENTARY,122,114,2015
SAN RAMON VALLEY UNIFIED,6071039,CONTRA COSTA,PUBLIC,WALT DISNEY ELEMENTARY,143,130,2015
WALNUT CREEK ELEMENTARY,6005169,CONTRA COSTA,PUBLIC,BUENA VISTA ELEMENTARY,73,65,2015
WALNUT CREEK ELEMENTARY,6005177,CONTRA COSTA,PUBLIC,INDIAN VALLEY ELEMENTARY,53,50,2015
WALNUT CREEK ELEMENTARY,6005185,CONTRA COSTA,PUBLIC,MURWOOD ELEMENTARY,77,74,2015
WALNUT CREEK ELEMENTARY,6005193,CONTRA COSTA,PUBLIC,PARKMEAD ELEMENTARY,95,91,2015
